bathrooms,bedrooms,breadcrumbs,description,image_url,location,price,property_id,property_name,property_type,seller_name
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Pavaratty,For Rent: Houses & Apartments in Chittattukara","Kadeeja's Apartment is located in the heart of Pavaratty, close to hospitals, ATMs, department stores, banks, schools, bus stands, and restaurants.Each apartment is meticulously crafted with ample space, large windows that fill each room with natural light, and top-tier finishes, ensuring an inviting atmosphere for residents. All flats with modular kitchen and geysers in attached bathrooms with 1 car parking each for all flats. Photo il contact number undu.",https://apollo.olx.in:443/v1/files/6buhs9gdqia71-IN/image;s=850x0,"Chittattukara, Pavaratty, Kerala","₹ 15,000",1769292471,2 Bds - 2 Ba - 1126 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Thanniyam,For Rent: Houses & Apartments in Thriprayar","Fully Furnished 3BHK House for rent rent at Chemmappilly near to Triprayar. Amenities : 1. Fridge - 1 No.  2. Washing machine - 1 No.  3. Samsung 43"" LED TV 4. Sun Direct Connection 5. Air Conditioner - 2 set.  6. Water Purifier - 1 No. 7. Water Heater - 1 No. 8. Mixer Grinder - 1 No. 9. Vacuum cleaner - 1 No. 10. Gas Stove - 1 No. 11. Gas Cylinder - 2 Nos. 12. Bed with Matress - 3 Nos. 13. 1 No. Dining Table with 6 Nos. Chairs 14. Sofa Set - 3 Pcs (1 Set) 15. Shelf - 1 16. Water motor pump set - 1 No. 17. Inverter - 1 No. 18. Cealing Fan - 5 Nos. 19. Table Fan - 2 Nos. 20. CC TV Camera - 1 No. Security deposite / Advance - 30,000 Rs Monthly rent - 12,000 Rs",,"Thriprayar, Thanniyam, Kerala","₹ 12,000",1772350851,3 Bds - 2 Ba - 1300 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Pottore,For Rent: Houses & Apartments in Peringandoor","I want to rent my house to students,women,men ,single family like husband and wife…",,"Peringandoor, Pottore, Kerala","₹ 7,000",1774892443,3 Bds - 2 Ba - 1250 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Thrissur,For Rent: Houses & Apartments in Olari",Well maintained 4 year old fully vitrified semi furnished 4 km from round  Railway station and KSRTC busstand. 500 m from  mother hospital near to ESI hospital,,"Olari, Thrissur, Kerala","₹ 15,000",1766072023,3 Bds - 3 Ba - 1500 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Thrissur,For Rent: Houses & Apartments in Chettupuzha","Full-Furnished House in Thrissur- kunathangadi .  Very  easily accessible to all roads & amenities. Schools, colleges, hospitals, worship centres, etc. Clean well water , four side compound wall, separate entrance, separate car parking, Included a/c , fridge, tv , electric motor , Dining table set, Sofa set , Bed set , & many more furniture & fixtures..",,"Chettupuzha, Thrissur, Kerala","₹ 13,000",1773234824,2 Bds - 2 Ba - 1500 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Quilandy,For Rent: Houses & Apartments in Swarg Nagar","2BHK house for rent. Well water. Bus route road side. Well maintained beautiful house(recently painted, AC) ; Chegottukavu, 3km from Koyilandy railway station, half kilometre from NH.  Professionals preferred.",https://apollo.olx.in:443/v1/files/gtpg4it2j1cm-IN/image;s=850x0,"Swarg Nagar, Quilandy, Kerala","₹ 10,000",1772520319,2 Bds - 2 Ba - 1200 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kunnamkulam,For Rent: Houses & Apartments in Shiralayam","Description This is a brand new 2 bed 2 bath 1 balcony Ground Floor and First-floor  Duplex house in Kunnamkulam near Kizhur Karthika Temple and Kunnamkulam Polytechnic. * Walkable distance from the bus stop. * School transportation is available from the nearby stops. * Surplus well water and a separate electricity meter for each house. * Wardrobe in one bedroom and cabinets in the kitchen. * Private Road to this property. * These Houses are available. * water tanks for each Duplex house building. * 2 car parking spaces with compound wall and Gate. * TV and internet connection hookups are available. * Security deposit is Rs-30000/- Rent - Ground floor- Rs 10,000/-Month             First Floor-     Rs 9,500/- Month. * Electricity charge as per the meter reading. * Interested clients may please contact.",,"Shiralayam, Kunnamkulam, Kerala","₹ 9,500",1766190370,2 Bds - 2 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Othukkungal,For Rent: Houses & Apartments in Mundothuparamba Village","Semi-furnished flat with light, fan, wardrobes, and parking. Borewell and well are available so there are no water issues. Only for Family Near Govt. Hospital Othukkungal",,"Mundothuparamba Village, Othukkungal, Kerala","₹ 8,500",1773885220,2 Bds - 2 Ba - 850 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Thrissur,For Rent: Houses & Apartments in Patturikkal",Well maintained own house. Maintainance charge included in rent.Brokers excuse.,https://apollo.olx.in:443/v1/files/hlx7ingvvkw83-IN/image;s=850x0,"Patturikkal, Thrissur, Kerala","₹ 12,000",1772776066,2 Bds - 2 Ba - 850 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Nilambur,For Rent: Houses & Apartments in Chandakunnu",Furnished Apartment Near Chandakkunnu Nilambur,https://apollo.olx.in:443/v1/files/io0d3osljmyz1-IN/image;s=850x0,"Chandakunnu, Nilambur, Kerala","₹ 10,000",1773816063,1 Bds - 1 Ba - 500 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Mattannur,For Rent: Houses & Apartments in Chandralayam","2bhk available for rent on first floor of 3 storied building in a serene location., near to pariyaram temple mattanur.  8 Kms from Kannur International Airport, 3 kms from Mattannur and 1 km from palottupally and 19th mile.",https://apollo.olx.in:443/v1/files/1d888sykhzk3-IN/image;s=850x0,"Chandralayam, Mattannur, Kerala","₹ 12,000",1731018413,2 Bds - 2 Ba - 1100 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Manjeri,For Rent: Houses & Apartments in Annkhoyam","Well maintained Semi-furnished, executive family apartments (1, 2 & 3 BHK) for rent at Manjeri.  Having easy access to all main localities including Manjeri Medical College, District Court, Manjeri Town, Ladder Shopping Mall, Girls/ Boys High Schools, NSS College (all within 2-3 kms).  Supermarket and Petrol Station are opposite to the building.  Apartments under CCTV surveillance.  Pure drinking well water is available.",https://apollo.olx.in:443/v1/files/0eaaoudgbiqx1-IN/image;s=850x0,"Annkhoyam, Manjeri, Kerala","₹ 12,500",1745684098,2 Bds - 2 Ba - 967 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Nilambur,For Rent: Houses & Apartments in Chandakunnu","Sarah Homes is a Premium Luxury Apartment located near Nilambur Railway Station. There are 6 units of 2 BHK Apartment each unit having proper living, dining, balcony, 2 bedrooms with attached bathrooms and fully equipped kitchen. The unit is fully furnished with modern amenities including lights, fans etc.  The property has a Hut along with beautiful garden for relaxation and recreation. There is also dedicated covered car parking for each unit. The building is equipped with CCTV surveillance.  For viewing, please contact either by phone or by whatsApp  For location, please search in Google map ""Sarah Homes Premium Luxury Apartment""",https://apollo.olx.in:443/v1/files/s8xhl1kpqoyf2-IN/image;s=850x0,"Chandakunnu, Nilambur, Kerala","₹ 13,000",1753959687,2 Bds - 2 Ba - 1330 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Edappal,For Rent: Houses & Apartments in Naduvattom",Road side All facilities with in walkable distance,,"Naduvattom, Edappal, Kerala","₹ 8,000",1664536372,2 Bds - 2 Ba - 900 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Malappuram,For Rent: Houses & Apartments in Malappuram Up Hill","2 BHK house for rent Upstairs . Mainly preferred for Bank employees, Govt employees . It’s a Residential area",https://apollo.olx.in:443/v1/files/u6bfgyjh6edt2-IN/image;s=850x0,"Malappuram Up Hill, Malappuram, Kerala","₹ 13,000",1766675504,2 Bds - 2 Ba - 2200 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Pariyaram,For Rent: Houses & Apartments in Narikode","2 BHK new apartment for rent, 500m from Pariyaram medical college, Ayurveda medical college. 1 km from Pilathara. All amenities like school and shops nearby. Calm and serene location.",https://apollo.olx.in:443/v1/files/oqikfvb3ta5k3-IN/image;s=850x0,"Narikode, Pariyaram, Kerala","₹ 12,000",1775474213,2 Bds - 2 Ba - 1400 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kottakal,For Rent: Houses & Apartments in Changubetty",ഒരു കുടുബത്തിനു താമസിക്കാൻ വേണ്ടത്ര സൗകര്യം. അത്യാവശ്യ ഫർണിചർ ഉള്ളതും ഇല്ലാത്തതും. ഒറ്റക്കോ 2ഓ മൂന്നോ പേര് ചേർന്നും താമസിക്കാവുന്ന വിധം. കിണർ വെള്ളം. കോമ്പൗണ്ട് വാൾ. സ്വന്തം നാട് പോലെ ഉള്ള അയൽക്കാർ. സുരക്ഷിതം.  comfortable stay,https://apollo.olx.in:443/v1/files/hyo7qdbwzv0y2-IN/image;s=850x0,"Changubetty, Kottakal, Kerala","₹ 7,500",1754057896,2 Bds - 2 Ba - 700 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Manjeri,For Rent: Houses & Apartments in Ernad",GREENS RESIDENCY- Family Flats for rent - Manjeri Town ( Calicut Road ) Behind New Municipality office and Malabar Gold Showroom. 1BHK 2BHK and 3BHK Flats. Only for Families. Furnished and Unfurnished flats available. Only for Families. 24 hours Security Staff. CCTV Camera Surveillance. Covered car parking. Well water in all seasons. Incinerator waist management. School buses pickup from the spot. Very near to Shops Schools and Mall In heart of the city.  വിളിക്കൂ : .    എട്ട് - അഞ്ച് - ഒമ്പത് - പൂജ്യം - അഞ്ച് - ഏഴ് - മൂന്ന് - ഏഴ് - ഒമ്പത് - മൂന്ന്,https://apollo.olx.in:443/v1/files/p8zdjp4eeoit-IN/image;s=850x0,"Ernad, Manjeri, Kerala","₹ 9,500",1770664332,2 Bds - 2 Ba - 1100 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Nilambur,For Rent: Houses & Apartments in Chandakunnu","apartment for rent at vazhikadavu panchayat road excellent facilities Excellent area best suited for families. Distance from edakkara 5km Schools, market, hospital all nearby Only families please For info please message or call",,"Chandakunnu, Nilambur, Kerala","₹ 4,500",1737060879,2 Bds - 1 Ba - 900 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Koottuli",Looking for a friendly flatmait.,https://apollo.olx.in:443/v1/files/yjtl35jpukq62-IN/image;s=850x0,"Koottuli, Kozhikode, Kerala","₹ 15,000",1774281132,2 Bds - 2 Ba - 1200 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi",2nd floor 2 bhk  one common toilet 15m bike site.car parking place,https://apollo.olx.in:443/v1/files/i2v8zmsm63092-IN/image;s=850x0,"Paroppadi, Kozhikode, Kerala","₹ 7,00,000",1774282059,2 Bds - 1 Ba - 1000 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Nilambur,For Rent: Houses & Apartments in Chandakunnu",Good.. Peaceful atmosphere.. Calm area for living,,"Chandakunnu, Nilambur, Kerala","₹ 2,000",1773847291,2 Bds - 1 Ba - 1000 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam",Single hs. Inova site,https://apollo.olx.in:443/v1/files/kaio4uad0hc23-IN/image;s=850x0,"Chevarambalam, Kozhikode, Kerala","₹ 15,000",1774282340,4 Bds - 3 Ba - 1400 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu","Sharing room with good ventilation  Furinshed Open kitchen Wifi refrigerator, washing machine",,"Mankavu, Kozhikode, Kerala","₹ 3,500",1774294806,2 Bds - 2 Ba - 3000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor",200mtr from Chevayoor Well water 3 bhk  2bed attached Unfurnished,https://apollo.olx.in:443/v1/files/dclerxhqk339-IN/image;s=850x0,"Chevayoor, Kozhikode, Kerala","₹ 20,000",1774297620,3 Bds - 3 Ba - 1500 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram",DOUBLE STOREYED HOUSE FOR RENT NEAR MIMS HOSPITAL CALICUT RENT 15000 ADVANCE 1 LAKHS mob  7    3    0  6   6  8  1  1 0  6,https://apollo.olx.in:443/v1/files/d5ildmxyeh5x-IN/image;s=850x0,"Govindapuram, Kozhikode, Kerala","₹ 15,000",1758904130,3 Bds - 3 Ba - 1400 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in East Hill",2  bhk house ground floor office use near karaparambu easthill road,https://apollo.olx.in:443/v1/files/m8c6ft0zz3g3-IN/image;s=850x0,"East Hill, Kozhikode, Kerala","₹ 18,000",1774309327,2 Bds - 2 Ba - 850 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu","FURNISHED DOUBLE STORYED HOUSE FOR RENT MANKAVU CALICUT 3 BEDROOM AC , RENT 20000 ADVANCE 60000 MOB 7    3    0  6   6  8  1  1 0  6",https://apollo.olx.in:443/v1/files/uo69cexg5zoh-IN/image;s=850x0,"Mankavu, Kozhikode, Kerala","₹ 20,000",1758904564,3 Bds - 3 Ba - 1800 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thiruvannur",BACHELORS ALLOWED GROUND FLOOR FOR RENT THIRUVANOOR CALICUT RENT 10000 ADVANCE 30000 MOB 7    3    0  6   6  8  1  1 0  6,https://apollo.olx.in:443/v1/files/tju68vpshc0z1-IN/image;s=850x0,"Thiruvannur, Kozhikode, Kerala","₹ 10,000",1758904941,2 Bds - 1 Ba - 10000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba","Just walkable distance to malaparamba town,bus stop,market etc.Prefer only well employed families.Three car parking. Rent Rs.25k",https://apollo.olx.in:443/v1/files/1skqduc8w10k1-IN/image;s=850x0,"Malaparamba, Kozhikode, Kerala","₹ 25,000",1774316344,3 Bds - 3 Ba - 1800 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Thirunavaya,For Rent: Houses & Apartments in Karathur",Villa for rent,https://apollo.olx.in:443/v1/files/gg3zmn6jk72q3-IN/image;s=850x0,"Karathur, Thirunavaya, Kerala","₹ 4,200",1774688938,1 Bds - 1 Ba - 600 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu",1st floor of house for rent. All facilities available. Contact for more details.,https://apollo.olx.in:443/v1/files/cwqh1u4wgcps2-IN/image;s=850x0,"Nadakkavu, Kozhikode, Kerala","₹ 10,000",1774323312,2 Bds - 1 Ba - 510 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",Easy access to palazhi town and kovoor town.100 mtr distance to bus stop and local market.Final rent Rs.15000/-per month,,"Chevayur, Kozhikode, Kerala","₹ 15,000",1774324542,3 Bds - 4 Ba - 1800 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",Very spacious5 bed rooms.100mtr distance to main road and busstop.Rent Rs.25000/- Wide road access.good open well.,,"Chevayur, Kozhikode, Kerala","₹ 25,000",1774325015,4+ Bds - 4 Ba - 2500 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad",Quick access to thondaya town/cyber park/Hilite mall etc etc.Rent Rs.20000/-per month.familes only preferd.,https://apollo.olx.in:443/v1/files/jh0bm3yj6uak2-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 20,000",1774316037,3 Bds - 3 Ba - 1400 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",2bhk new house 1st floor paropadi,,"Ashokapuram, Kozhikode, Kerala","₹ 13,500",1774326651,2 Bds - 2 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba",2 bhk furnished house first floor for rent near karaparamba,,"Karaparamba, Kozhikode, Kerala","₹ 20,000",1774308941,2 Bds - 2 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",2bhk apartment for rent near civil station furnished,https://apollo.olx.in:443/v1/files/xraowcsv6yck2-IN/image;s=850x0,"Ashokapuram, Kozhikode, Kerala","₹ 25,000",1774327306,2 Bds - 2 Ba - 1100 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paropadi",3 bhk furnished flat near NGO queaters 'malaparamb,https://apollo.olx.in:443/v1/files/rc3kgk9l2flg3-IN/image;s=850x0,"Paropadi, Kozhikode, Kerala","₹ 25,000",1774332621,3 Bds - 3 Ba - 1650 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",2bhk house near karaparamba,https://apollo.olx.in:443/v1/files/o0y27hu935t23-IN/image;s=850x0,"Ashokapuram, Kozhikode, Kerala","₹ 12,500",1774328501,2 Bds - 2 Ba - 1000 ft2,Apartments,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba",Near meitra hospital Well water available Near to main road,https://apollo.olx.in:443/v1/files/zbtm26b4i2422-IN/image;s=850x0,"Karaparamba, Kozhikode, Kerala","₹ 30,000",1774480676,4 Bds - 4 Ba - 2000 ft2,Houses & Villas,
4+,4+,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba Paroppady",Walking distance from hilite mall  Newly started  Neat and clean rooms and toilets  Compound wall Parking area (min 4-8cars ) Privacy for family,https://apollo.olx.in:443/v1/files/h1odqizc9to31-IN/image;s=850x0,"Malaparamba Paroppady, Kozhikode, Kerala","₹ 70,000",1774496476,4+ Bds - 4+ Ba - 11111 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",2bhk apartment for rent near nadakkavu furnished or unfurnished.bachlors allowed.,,"Ashokapuram, Kozhikode, Kerala","₹ 20,000",1774328961,2 Bds - 2 Ba - 1000 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram",3 bhk semi furnished flat near Mims hospital,https://apollo.olx.in:443/v1/files/ggcnupxflhlj3-IN/image;s=850x0,"Govindapuram, Kozhikode, Kerala","₹ 22,000",1774502338,3 Bds - 3 Ba - 1800 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram","3Bhk house for rent in Govindapuram, Kozhikode.",,"Govindapuram, Kozhikode, Kerala","₹ 18,000",1774506463,3 Bds - 3 Ba - 1500 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu",DOUBLE STOREYED HOUSE FOR RENT MANAKVU CALICUT 4 BEDOORM 3 BATHROOM  LORRY SITE  RENT 35000 ADVANCE 1.5 LAKHS MOB    8   6   0   6   5   5   1    3   9   5,https://apollo.olx.in:443/v1/files/4f7aw07rhkxl-IN/image;s=850x0,"Mankavu, Kozhikode, Kerala","₹ 35,000",1758159350,4 Bds - 3 Ba - 2100 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Christian College","FURNISHED UPSATIRE FOR RENT NEAR CHRISTIAN COLLEGE  CALICUT TWO BEDROORM ATTACHED HALL KICHEN ,KWA WATER ,CAR SITE ,FAMILY ONLY RENT 15000 ADVANCE 50000 MOB 8 6 0     6   5 5    1 3 9 5",https://apollo.olx.in:443/v1/files/hd65zsbhr2pg1-IN/image;s=850x0,"Christian College, Kozhikode, Kerala","₹ 15,000",1729611819,2 Bds - 2 Ba - 1100 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba",3 bhk independent house for rent near karaparambu ( east hill ),https://apollo.olx.in:443/v1/files/kw6jz3xdwjzf2-IN/image;s=850x0,"Karaparamba, Kozhikode, Kerala","₹ 13,000",1774309593,3 Bds - 2 Ba - 1200 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu",3 bhk furnished flat near 4th gate nadakkav,https://apollo.olx.in:443/v1/files/kh6hajc2o84j-IN/image;s=850x0,"Nadakkavu, Kozhikode, Kerala","₹ 25,000",1774502281,3 Bds - 3 Ba - 1800 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",3bhk apartment  for rent near mavoor road,,"Ashokapuram, Kozhikode, Kerala","₹ 26,000",1774329339,3 Bds - 3 Ba - 1250 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",Ideal location.All school buses have reaching point here.open well. 20k monthly rent,,"Chevayur, Kozhikode, Kerala","₹ 20,000",1774508275,3 Bds - 3 Ba - 1600 ft2,Houses & Villas,
4+,4+,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",Posh house with 4 plus bed rooms and8 car parking fecility.Fine open well.just 50mtr distance to public school.very suitable for practicing doctors/parents with children studying in devagiri public school/medical college staffs/lady pg medical student doctors of calicut medical college etc etc Rent Rs.30000/-per month,,"Chevayur, Kozhikode, Kerala","₹ 30,000",1774507485,4 Bds - 4+ Ba - 3000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam","kozhikode Karaparamba,  2 bedrooms house Rent 15,000. Well water, compound gate",https://apollo.olx.in:443/v1/files/qsu5wievqwsq1-IN/image;s=850x0,"Eranjipalam, Kozhikode, Kerala","₹ 15,000",1774508663,2 Bds - 2 Ba - 1658 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli",Six month rent advance.,https://apollo.olx.in:443/v1/files/q52sjdcugc2d1-IN/image;s=850x0,"Kottuli, Kozhikode, Kerala","₹ 6,000",1774508465,1 Bds - 1 Ba - 300 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur","Newly built house.good tar road access.walkable distance to chevayur town,chevayur presentation school.Rent Rs.25k",,"Chevayur, Kozhikode, Kerala","₹ 25,000",1774514870,3 Bds - 4 Ba - 2000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal","3Bhk house for rent in Pottammal, Kozhikode.",,"Pottammal, Kozhikode, Kerala","₹ 15,000",1774506737,3 Bds - 2 Ba - 1200 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor",3bhk upstairs of a Twin house at chevayoor near mavoor road. Furnished.,https://apollo.olx.in:443/v1/files/s8rujvm39mso-IN/image;s=850x0,"Chevayoor, Kozhikode, Kerala","₹ 18,000",1771345776,3 Bds - 2 Ba - 1000 ft2,Houses & Villas,
